"Name","City","State","Access","Count","Latitude","Longitude","Wall","Proshop","Indoor","Lights","Surface"
"Delia Park","Detroit","MI","Public",5,42.598919,-83.0728841,"Yes","No","No","No","Hard"
"Westbrook","Atlanta","GA","Private",1,33.7252855,-84.7871268,"No","No","No","No","Hard"
"Village Green of Ann Arbor","Detroit","MI","Private",1,42.2787813,-83.6718133,"No","No","No","No","Hard"
"Meadowlake Farms Homes Association","Norfolk-Virginia Beach","VA","Private",2,37.1189387,-76.4417553,"No","No","No","No","Hard"
"Libbey Park","Los Angeles","CA","Public",4,34.4460961,-119.2449939,"No","No","No","Yes","Hard"
"Victoria Heights","Los Angeles","CA","Private",1,34.1237245,-117.5316095,"No","No","No","Yes","Hard"
"The Cloisters","Phoenix","AZ","Private",2,33.5131144,-112.0274591,"No","No","No","Yes","Hard"
"Atlantic Plaza","Los Angeles","CA","Public",1,33.8498709,-118.1821525,"No","No","No","No","Hard"
"Meadows Mobile Home Park","San Diego","CA","Private",1,32.8577347,-116.8414664,"No","No","No","No","Hard"
"Golden Isles Tennis Center","Miami-Fort Lauderdale","FL","Public",10,25.9825827,-80.1339126,"Yes","No","No","Yes","Hard"
"Villa Del Mar","Dallas - Fort Worth","TX","Private",1,32.6611184,-97.1313179,"No","No","No","Yes","Hard"
"Gardens of Burnham Woods","Miami-Fort Lauderdale","FL","Private",1,26.2044359,-80.2373171,"No","No","No","Yes","Hard"
"Country Walk","Miami-Fort Lauderdale","FL","Private",2,25.6304608,-80.4277968,"Yes","No","No","Yes","Hard"
"Parker's Landing","Tampa-St. Petersburg-Clearwater","FL","Private",3,28.0027567,-82.6038837,"No","No","No","Yes","Hard"
"The Gables At Lakeside","Orlando","FL","Private",1,28.3123623,-81.4172423,"No","No","No","Yes","Hard"
"L'Atrium","Jacksonville","FL","Private",2,30.2060729,-81.3738227,"No","No","No","No","Hard"
"Siesta Lago","Orlando","FL","Private",1,28.5137264,-81.3160372,"No","No","No","Yes","Hard"
"Coppermill","San Antonio","TX","Private",1,29.4791968,-98.6095476,"No","No","No","Yes","Hard"
"Mira Vista at La Cantera","San Antonio","TX","Private",1,29.6017078,-98.6178142,"No","No","No","Yes","Hard"
"McMorrow Fields","Minneapolis-St. Paul","MN","Public",3,44.8650498,-93.033157,"No","No","No","No","Hard"
"Veterans Park ( McKinley )","Milwaukee","WI","Public",6,43.0541196,-87.88555,"Yes","No","No","Yes","Hard"
"Harrison Park Tennis Center","Atlanta","GA","Public",16,34.0387824,-84.4682658,"No","Yes","No","Yes","Hard"
"Mainstreet","Atlanta","GA","Private",4,33.7653773,-84.1890264,"No","No","No","Yes","Hard"
"The Jeffersonian","Detroit","MI","Private",1,42.3565619,-82.9866779,"No","No","No","No","Hard"
"Sterling Heights High School","Detroit","MI","Public",6,42.5544792,-82.9960549,"Yes","No","No","No","Hard"
"Lake Harbin","Atlanta","GA","Private",2,33.5837531,-84.3233192,"No","No","No","No","Hard"
"Whaley Park","Detroit","MI","Public",2,43.0475496,-83.6658347,"No","No","No","No","Hard"
"Somerset Meadows Park","Portland","OR","Public",2,45.54535,-122.8525221,"Yes","No","No","No","Hard"
"Sunrise Villas","Phoenix","AZ","Private",3,33.5165135,-111.9150424,"No","No","No","No","Hard"
"Woodbridge Village","Los Angeles","CA","Private",2,33.6905134,-117.7989078,"No","No","No","No","Hard"
"Sierra Pines","Phoenix","AZ","Private",1,33.5713195,-112.1283853,"No","No","No","Yes","Hard"
"Frank Bramhall Park","San Francisco - Oakland - San Jose","CA","Public",6,37.3040816,-121.9098115,"No","No","No","No","Hard"
"Evening Creek","San Diego","CA","Private",1,32.9626495,-117.0898068,"No","No","No","Yes","Hard"
"Ardath La Jolla","San Diego","CA","Private",1,32.8499927,-117.2500741,"No","No","No","No","Hard"
"Hillside Park","Dallas - Fort Worth","TX","Public",2,32.7273823,-97.3114121,"No","No","No","Yes","Hard"
"Sylvania Park","Dallas - Fort Worth","TX","Public",2,32.7760805,-97.2948253,"No","No","No","No","Hard"
"Cleburne High School","Dallas - Fort Worth","TX","Public",8,32.3458688,-97.4213398,"No","No","No","Yes","Hard"
"Cypress Ranch High School","Houston - Galveston - Brazoria","TX","Public",6,29.9372526,-95.7194138,"Yes","No","No","Yes","Hard"
"Beachnut Park","Houston - Galveston - Brazoria","TX","Private",1,29.6850189,-95.6292486,"No","No","No","Yes","Hard"
"Lake of the Pines","Sacramento-Yolo","CA","Private",4,39.0414946,-121.0679305,"No","No","No","Yes","Hard"
"Mount Baker Park","Seattle","WA","Public",2,47.5794931,-122.2884965,"No","No","No","Yes","Hard"
"Jones at Westchester","West Palm Beach - Boca Raton","FL","Private",10,26.5033758,-80.1481926,"No","No","No","Yes","Clay"
"Lake Ann Park","Minneapolis-St. Paul","MN","Public",1,44.8634357,-93.558014,"Yes","No","No","No","Hard"
"Maplewood Middle School","Minneapolis-St. Paul","MN","Public",4,44.9974227,-92.999122,"Yes","No","No","No","Hard"
"Woodridge Park","Minneapolis-St. Paul","MN","Public",2,44.8205837,-92.918286,"No","No","No","Yes","Hard"
"Priest Lake Apartments","Nashville","TN","Private",1,36.0783349,-86.638763,"No","No","No","No","Hard"
"The Masters Apartments","Indianapolis","IN","Private",1,39.918673,-86.0456407,"No","No","No","Yes","Hard"
"Sandtown Middle School","Atlanta","GA","Public",4,33.7016981,-84.5605016,"No","No","No","No","Hard"
"AMLI at Vinings/HC","Atlanta","GA","Private",4,33.8648478,-84.4906676,"No","No","No","Yes","Clay"
"Haymon-Morris Middle School","Atlanta","GA","Public",4,33.9470269,-83.7866306,"No","No","No","No","Hard"
"Saddlebrook","Atlanta","GA","Private",2,33.7283997,-84.713645,"Yes","No","No","No","Hard"
"Doncaster Village","Baltimore","MD","Private",2,39.4121588,-76.5245712,"No","No","No","No","Hard"
"Little Island Park","Norfolk-Virginia Beach","VA","Public",2,36.6946101,-75.9246147,"No","No","No","Yes","Hard"
"Castle Breckenridge","San Diego","CA","Private",1,33.20161,-117.3550773,"No","No","No","No","Hard"
"Casa Mediterrania","Los Angeles","CA","Private",2,34.0517794,-117.3142755,"No","No","No","Yes","Hard"
"Strawberry Hill Village & Racquet Club","Phoenix","AZ","Private",1,33.5551916,-112.0733571,"No","No","No","No","Hard"
"Gellert Park","San Francisco - Oakland - San Jose","CA","Public",4,37.6626753,-122.4713802,"No","No","No","Yes","Hard"
"Villa Taviana","San Diego","CA","Private",1,33.0045157,-117.0898497,"No","No","No","Yes","Hard"
"Rio Apartments","Miami-Fort Lauderdale","FL","Private",2,25.7755374,-80.3401637,"No","No","No","Yes","Hard"
"Liberty Junior High School","Dallas - Fort Worth","TX","Public",2,32.9221142,-96.707679,"No","No","No","No","Hard"
"Coral Cay Plantation","Miami-Fort Lauderdale","FL","Private",2,26.2637083,-80.2120936,"No","No","No","No","Hard"
"Jacaranda Lakes","Miami-Fort Lauderdale","FL","Private",2,26.1337776,-80.2923882,"No","No","No","Yes","Hard"
"Willow Park","Houston - Galveston - Brazoria","TX","Public",2,29.6680303,-95.454669,"Yes","No","No","Yes","Hard"
"Marshall High School","Houston - Galveston - Brazoria","TX","Public",6,29.613433,-95.519439,"No","No","No","No","Hard"
"Memorial Club","Houston - Galveston - Brazoria","TX","Private",3,29.7804697,-95.5968261,"Yes","No","No","No","Hard"
"Newport","Tampa-St. Petersburg-Clearwater","FL","Private",1,28.0070478,-82.6051819,"No","No","No","Yes","Hard"
"The Pines of Delray West","West Palm Beach - Boca Raton","FL","Private",1,26.43998,-80.1026273,"No","No","No","No","Hard"
"Sanford Middle School","Orlando","FL","Public",4,28.7962736,-81.2769091,"Yes","No","No","No","Hard"
"The Boxwood at Baymeadows","Jacksonville","FL","Private",1,30.221825,-81.5994716,"No","No","No","No","Hard"
"John F. Kennedy High School","Denver","CO","Public",4,39.662213,-105.0695,"No","No","No","No","Hard"
"Stewarts Creek","Atlanta","GA","Private",2,33.7146751,-84.7392547,"No","No","No","Yes","Hard"
"Salt Marsh Point Park","Norfolk-Virginia Beach","VA","Public",2,36.8360203,-75.9923565,"No","No","No","No","Hard"
"Kellogg Woods Park","Grand Rapids","MI","Public",4,42.8638627,-85.659188,"No","No","No","Yes","Hard"
"Newport Harbor High School","Los Angeles","CA","Public",8,33.6243755,-117.9119253,"No","No","No","Yes","Hard"
"Rancho Estates","Los Angeles","CA","Private",2,33.7788798,-116.4420211,"No","No","No","Yes","Hard"
"Park City Apartments","Los Angeles","CA","Private",2,33.7758745,-117.8942978,"No","No","No","Yes","Hard"
"Arborwood Apartments","Phoenix","AZ","Private",2,33.4777644,-112.0020425,"No","No","No","Yes","Hard"
"Villa Monterey","San Diego","CA","Private",3,32.8265281,-117.1152878,"No","No","No","No","Hard"
"Plantation Homes Berkshire","Houston - Galveston - Brazoria","TX","Private",2,29.8574311,-95.6480134,"No","No","No","No","Hard"
"The Ocean Club","Miami-Fort Lauderdale","FL","Private",8,25.6883406,-80.1600695,"No","Yes","No","Yes","Clay"
"River Stone I","Houston - Galveston - Brazoria","TX","Private",2,29.7298745,-95.5660665,"No","No","No","Yes","Hard"
"Beasley School Park","Dallas - Fort Worth","TX","Public",1,32.8172596,-96.6100681,"No","No","No","Yes","Hard"
"Summervale","Houston - Galveston - Brazoria","TX","Private",1,29.7254863,-95.5285424,"No","No","No","Yes","Hard"
"Rainbow Lakes","West Palm Beach - Boca Raton","FL","Private",2,26.5472263,-80.1376247,"No","No","No","Yes","Hard"
"Ashton at Waterford Lakes","Orlando","FL","Private",1,28.5608626,-81.2060237,"No","No","No","Yes","Hard"
"Roseville Area Middle School","Minneapolis-St. Paul","MN","Public",8,45.0149075,-93.101508,"No","No","No","No","Hard"
"Brentwood Estates","Atlanta","GA","Private",2,33.867556,-83.9875281,"No","No","No","Yes","Hard"
"Secret Cove","Atlanta","GA","Private",2,34.088075,-84.0335655,"No","No","No","Yes","Hard"
"Fish Lake Woods Park","Minneapolis-St. Paul","MN","Public",2,45.0909443,-93.4554148,"No","No","No","No","Hard"
"Gerholz Park","Detroit","MI","Public",2,42.9879722,-83.7066793,"No","No","No","No","Hard"
"Veterans Memorial Sports Sports Complex","Detroit","MI","Public",3,42.2820239,-83.7766743,"No","No","No","Yes","Hard"
"Mills-Parole Elementary School","Baltimore","MD","Public",2,38.9792532,-76.5262878,"No","No","No","Yes","Hard"
"Covina Park","Los Angeles","CA","Public",2,34.0879684,-117.8954566,"No","No","No","Yes","Hard"
"Brookside Palms Apartments","Los Angeles","CA","Private",1,34.0500615,-117.1964031,"No","No","No","Yes","Hard"
"Paseo Place","Phoenix","AZ","Private",2,33.5718201,-112.1714509,"No","No","No","Yes","Hard"
"Del Mar High School","San Francisco - Oakland - San Jose","CA","Public",7,37.303066,-121.9286299,"No","No","No","No","Hard"
"Chandler Meadows","Phoenix","AZ","Private",1,33.351663,-111.8926513,"No","No","No","Yes","Hard"
"Stonegate","San Francisco - Oakland - San Jose","CA","Public",2,37.6644419,-122.4258363,"No","No","No","No","Hard"
"Meerwood Park","Seattle","WA","Public",1,47.5606799,-122.0847774,"Yes","No","No","No","Hard"
"Terrace View","Fresno","CA","Private",2,36.8522134,-119.7979367,"No","No","No","Yes","Hard"
"Eastern Hills High School","Dallas - Fort Worth","TX","Public",4,32.7493481,-97.2305381,"No","No","No","No","Hard"
"Westchester Academy for International Studies","Houston - Galveston - Brazoria","TX","Public",4,29.7808701,-95.5845308,"No","No","No","No","Hard"
"Royal St. George","West Palm Beach - Boca Raton","FL","Private",1,26.7245207,-80.0937331,"No","No","No","Yes","Hard"
"Quail Woods at Live Oak Plantation","West Palm Beach - Boca Raton","FL","Private",1,26.701443,-80.1053846,"No","No","No","No","Hard"
"South Beach Park and Sunshine Playground","Jacksonville","FL","Public",1,30.2659246,-81.3959992,"No","No","No","No","Hard"
"Bayshore Diplomat","Tampa-St. Petersburg-Clearwater","FL","Private",1,27.922559,-82.4883342,"No","No","No","Yes","Hard"
"Riverside Park","Orlando","FL","Public",4,28.6473936,-81.1773455,"No","No","No","Yes","Hard"
"Mayport Middle School","Jacksonville","FL","Public",6,30.3620447,-81.414839,"Yes","No","No","No","Hard"
"Old Town","Austin-San Marcos","TX","Private",2,30.3266381,-97.6810956,"No","No","No","Yes","Hard"
"Rangeview High School","Denver","CO","Public",6,39.6756867,-104.78278,"Yes","No","No","Yes","Hard"
"Old Hickory Community Center","Nashville","TN","Public",2,36.2646739,-86.6485155,"No","No","No","No","Hard"
"West Hampton","Atlanta","GA","Private",4,33.9586764,-84.656707,"No","No","No","Yes","Hard"
"Warren Mott High School","Detroit","MI","Public",6,42.5088688,-83.0734098,"No","No","No","No","Hard"
"Tiburon Condo","Atlanta","GA","Private",1,33.7024121,-84.1517007,"No","No","No","No","Hard"
"Lakeside Elementary","Grand Rapids","MI","Public",2,42.9418865,-85.6103075,"Yes","No","No","No","Hard"
"Leeward Village Apartments","Los Angeles","CA","Private",1,34.1846483,-119.2206395,"No","No","No","Yes","Hard"
"Reed Park","Los Angeles","CA","Public",6,34.0221733,-118.4954131,"No","No","No","Yes","Hard"
"Occidental Community Center","San Francisco - Oakland - San Jose","CA","Public",2,38.4096671,-122.9485989,"No","No","No","Yes","Hard"
"Scripps Ranch Senior High","San Diego","CA","Public",10,32.9095951,-117.1124607,"No","No","No","No","Hard"
"Stonehaven","San Diego","CA","Private",2,32.823562,-117.2212672,"No","No","No","Yes","Hard"
"Yacht Club at Brickell","Miami-Fort Lauderdale","FL","Private",1,25.7632475,-80.189606,"No","No","No","Yes","Hard"
"Sunpointe Springs","Miami-Fort Lauderdale","FL","Private",1,26.1770029,-80.2536893,"No","No","No","Yes","Hard"
"Springtree","Dallas - Fort Worth","TX","Private",1,32.7684577,-97.1030688,"No","No","No","No","Hard"
"Carriage Gate","West Palm Beach - Boca Raton","FL","Private",1,26.5301604,-80.1019943,"No","No","No","No","Hard"
"Burnet Middle School","Austin-San Marcos","TX","Public",2,30.3649514,-97.7241397,"Yes","No","No","No","Hard"
"Stony Point High School","Austin-San Marcos","TX","Public",8,30.5274631,-97.6592088,"Yes","No","No","Yes","Hard"
"Spyglass Hill","San Antonio","TX","Private",1,29.5143294,-98.5650283,"No","No","No","Yes","Hard"
"Jefferson at Champions Parkway","Atlanta","GA","Private",2,34.0032928,-84.2820776,"No","No","No","Yes","Hard"
"Hermitage","Atlanta","GA","Private",2,33.9523757,-84.7085273,"Yes","No","No","Yes","Hard"
"Cedar Lake Apartments","Detroit","MI","Private",1,42.4118846,-83.464154,"No","No","No","No","Hard"
"Columbia Park","Portland","OR","Public",2,45.5802937,-122.7095497,"No","No","No","Yes","Hard"
"Midvale City Park","Salt Lake City","UT","Public",4,40.6124376,-111.9019318,"No","No","No","Yes","Hard"
"Corona High School","Los Angeles","CA","Public",8,33.8707452,-117.585125,"No","No","No","No","Hard"
"Avalon at Civic Center","Los Angeles","CA","Private",1,33.9154166,-118.0636847,"No","No","No","Yes","Hard"
"Garfield Playfield","Seattle","WA","Public",2,47.6076966,-122.3001909,"No","No","No","Yes","Hard"
"Joinville Park","San Francisco - Oakland - San Jose","CA","Public",2,37.5664533,-122.2930455,"No","No","No","No","Hard"
"Valley Memorial Park","Seattle","WA","Public",2,47.6438294,-121.9118822,"No","No","No","Yes","Hard"
"Colony Point","Miami-Fort Lauderdale","FL","Private",3,26.0157453,-80.3008425,"Yes","No","No","Yes","Hard"
"Bonaventure Town Center Club","Miami-Fort Lauderdale","FL","Private",4,26.1162653,-80.3786588,"Yes","No","No","Yes","Hard"
"Woodlake","Houston - Galveston - Brazoria","TX","Private",5,29.7421205,-95.5353338,"No","No","No","Yes","Hard"
"Woodchase Village Apartments","Atlanta","GA","Private",2,33.9100654,-84.4859469,"No","No","No","Yes","Hard"
"Saint Helena Park","Baltimore","MD","Public",2,39.2544343,-76.526714,"Yes","No","No","Yes","Hard"
"Village at Park Road","Tampa-St. Petersburg-Clearwater","FL","Private",1,28.0236516,-82.1032655,"No","No","No","Yes","Hard"
"Broadview Terrace","Jacksonville","FL","Private",1,30.3107918,-81.6778672,"No","No","No","No","Hard"
"Vance Harmon Park","Orlando","FL","Public",2,28.1445461,-81.4575613,"No","No","No","Yes","Hard"
"Battle Forest","Atlanta","GA","Private",2,33.9502131,-84.6194673,"No","No","No","No","Hard"
"Highline Club Apartments","Detroit","MI","Private",1,42.4513834,-83.4374714,"No","No","No","No","Hard"
"Harvest Pointe","Atlanta","GA","Private",2,33.85895,-84.7046864,"No","No","No","Yes","Hard"
"McKay School Park","Portland","OR","Public",1,44.962642,-122.9793799,"Yes","No","No","No","Hard"
"Villas At Laurel Springs","Atlanta","GA","Private",2,34.0874975,-84.1548443,"No","No","No","Yes","Hard"
"Ruth R Caruthers Park","Los Angeles","CA","Public",2,33.8790026,-118.1095397,"Yes","No","No","Yes","Hard"
"Littlefield Playfield","Detroit","MI","Public",4,42.3834567,-83.1545091,"No","No","No","No","Hard"
"Thomas Simpson Middle School","Detroit","MI","Public",6,42.0895207,-83.2734489,"No","No","No","No","Hard"
"Franklin Park","Seattle","WA","Public",2,47.2496837,-122.4816048,"No","No","No","No","Hard"
"La Jolla Tennis Courts","San Diego","CA","Public",9,32.8425114,-117.2776794,"Yes","Yes","No","Yes","Hard"
"Racquet Club of Kendale Lakes","Miami-Fort Lauderdale","FL","Private",4,25.7049981,-80.4240632,"No","No","No","Yes","Hard"
"Carriage Place","Atlanta","GA","Private",1,33.8146858,-84.2465329,"No","No","No","Yes","Hard"
"Swartz Creek Middle School","Detroit","MI","Public",8,42.9497576,-83.8392448,"No","No","No","No","Hard"
"Riverview High School","Tampa-St. Petersburg-Clearwater","FL","Public",6,27.8503936,-82.310729,"No","No","No","No","Hard"
"Tarpon Springs High School","Tampa-St. Petersburg-Clearwater","FL","Public",6,28.1427629,-82.7777123,"No","No","No","No","Hard"
"Andover Place","Tampa-St. Petersburg-Clearwater","FL","Private",1,28.1446739,-82.3246604,"No","No","No","Yes","Hard"
"River City Landing","Jacksonville","FL","Private",1,30.3500094,-81.5987098,"No","No","No","No","Hard"
"Kissimmee Middle School","Orlando","FL","Public",4,28.3182844,-81.4370906,"No","No","No","No","Hard"
"St Johns Pointe","Jacksonville","FL","Private",1,30.1874992,-81.6994536,"No","No","No","No","Hard"
"Woodhaven High School","Detroit","MI","Public",8,42.1226652,-83.2697046,"No","No","No","Yes","Hard"
"Sand Creek Woods Apartments","Indianapolis","IN","Private",1,39.9580435,-85.9858274,"No","No","No","No","Hard"
"Laurel Springs","Atlanta","GA","Private",8,34.0863157,-84.1602623,"Yes","No","No","Yes","Clay"
"River Park","Atlanta","GA","Private",8,34.1385556,-84.5137775,"No","No","No","Yes","Hard"
"Meadow Lakes Park","Oklahoma City","OK","Public",1,35.6622388,-97.4905837,"No","No","No","No","Hard"
"Villa Mojave Apartments","Los Angeles","CA","Private",1,34.512091,-117.3131061,"No","No","No","Yes","Hard"
"Shelter Ridge","San Francisco - Oakland - San Jose","CA","Private",2,37.9005434,-122.5177503,"No","No","No","No","Hard"
"Daniels Purchase","Baltimore","MD","Private",1,39.1174005,-76.6444337,"No","No","No","No","Hard"
"Diamond C Ranch","West Palm Beach - Boca Raton","FL","Private",2,26.6755613,-80.186559,"No","No","No","No","Hard"
